Crop,Season,State,Area,Production,Annual_Rainfall
Onion,Kharif     ,Puducherry,26.0,429,1434.5875
Ragi,Kharif     ,Puducherry,112.0,366,1434.5875
Rice,Kharif     ,Puducherry,4945.0,11518,1434.5875
Rice,Rabi       ,Puducherry,13961.0,30220,1434.5875
Rice,Summer     ,Puducherry,5716.0,14863,1434.5875
Sesamum,Kharif     ,Puducherry,147.0,120,1434.5875
Small millets,Kharif     ,Puducherry,4.0,3,1434.5875
Sugarcane,Kharif     ,Puducherry,2710.0,232369,1434.5875
Tapioca,Kharif     ,Puducherry,649.0,19110,1434.5875
Arecanut,Whole Year ,Assam,74457.0,55355,2354.4
Arhar/Tur,Kharif     ,Assam,7657.0,5389,2354.4
Banana,Whole Year ,Assam,41885.0,581884,2354.4
Castor seed,Kharif     ,Assam,1728.0,708,2354.4
Coconut ,Whole Year ,Assam,20166.0,149866000,2354.4
Cotton(lint),Kharif     ,Assam,1652.0,751,2354.4
Dry chillies,Whole Year ,Assam,14724.0,9690,2354.4
Gram,Rabi       ,Assam,3002.0,1503,2354.4
Jute,Kharif     ,Assam,78702.0,687173,2354.4
Linseed,Rabi       ,Assam,10222.0,5212,2354.4
Maize,Kharif     ,Assam,19810.0,13965,2354.4
Mesta,Kharif     ,Assam,5260.0,25623,2354.4
Niger seed,Kharif     ,Assam,8753.0,4478,2354.4
Onion,Whole Year ,Assam,8083.0,18341,2354.4
Other  Rabi pulses,Rabi       ,Assam,116141.0,62330,2354.4
Potato,Whole Year ,Assam,76958.0,611077,2354.4
Rapeseed &Mustard,Rabi       ,Assam,288829.0,135631,2354.4
Rice,Autumn     ,Assam,594979.0,520605,2354.4
Rice,Summer     ,Assam,223913.0,446114,2354.4
Rice,Winter     ,Assam,1635230.0,2288114,2354.4
Sesamum,Kharif     ,Assam,15940.0,8210,2354.4
Small millets,Kharif     ,Assam,10547.0,5450,2354.4
Sugarcane,Whole Year ,Assam,30571.0,1223578,2354.4
Sweet potato,Whole Year ,Assam,9433.0,32437,2354.4
Tapioca,Whole Year ,Assam,2798.0,13261,2354.4
Tobacco,Whole Year ,Assam,1465.0,732,2354.4
Turmeric,Whole Year ,Assam,10729.0,7416,2354.4
Wheat,Rabi       ,Assam,89591.0,90509,2354.4
Arecanut,Whole Year ,Goa,1500.0,1820,2964.9
Banana,Whole Year ,Goa,1900.0,14400,2964.9
Black pepper,Whole Year ,Goa,250.0,70,2964.9
Cashewnut,Whole Year ,Goa,52875.0,15000,2964.9
Coconut ,Whole Year ,Goa,24858.0,121000000,2964.9
Groundnut,Kharif     ,Goa,350.0,412,2964.9
Groundnut,Rabi       ,Goa,1048.0,2124,2964.9
Other  Rabi pulses,Rabi       ,Goa,8671.0,9220,2964.9
Other Kharif pulses,Kharif     ,Goa,1200.0,324,2964.9
Ragi,Kharif     ,Goa,2500.0,2476,2964.9
Rice,Kharif     ,Goa,41000.0,104249,2964.9
Rice,Rabi       ,Goa,15439.0,46925,2964.9
Sugarcane,Whole Year ,Goa,1320.0,64000,2964.9
Arecanut,Whole Year ,Karnataka,98047.0,648365,1260.8
Arhar/Tur,Kharif     ,Karnataka,475396.0,221453,1260.8
Bajra,Kharif     ,Karnataka,415816.0,282231,1260.8
Bajra,Rabi       ,Karnataka,451.0,536,1260.8
Bajra,Summer     ,Karnataka,846.0,498,1260.8
Black pepper,Whole Year ,Karnataka,4387.0,10342,1260.8
Cardamom,Whole Year ,Karnataka,20218.0,1153,1260.8
Castor seed,Kharif     ,Karnataka,27246.0,23245,1260.8
Coconut ,Whole Year ,Karnataka,310399.0,1611530000,1260.8
Coriander,Whole Year ,Karnataka,17935.0,2982,1260.8
Cotton(lint),Kharif     ,Karnataka,636495.0,976876,1260.8
Dry chillies,Whole Year ,Karnataka,170319.0,146498,1260.8
Garlic,Whole Year ,Karnataka,3574.0,3034,1260.8
Ginger,Kharif     ,Karnataka,3896.0,51169,1260.8
Gram,Rabi       ,Karnataka,355326.0,202508,1260.8
Groundnut,Kharif     ,Karnataka,1012577.0,929016,1260.8
Groundnut,Rabi       ,Karnataka,217445.0,263118,1260.8
Horse-gram,Kharif     ,Karnataka,189486.0,90718,1260.8
Horse-gram,Rabi       ,Karnataka,134779.0,62084,1260.8
Jowar,Kharif     ,Karnataka,420808.0,616645,1260.8
Jowar,Rabi       ,Karnataka,1420162.0,1003450,1260.8
Jowar,Summer     ,Karnataka,8897.0,23144,1260.8
Linseed,Rabi       ,Karnataka,19806.0,6441,1260.8
Maize,Kharif     ,Karnataka,450472.0,1542607,1260.8
Maize,Rabi       ,Karnataka,49922.0,101605,1260.8
Maize,Summer     ,Karnataka,11974.0,27080,1260.8
Moong(Green Gram),Kharif     ,Karnataka,311720.0,61227,1260.8
Moong(Green Gram),Rabi       ,Karnataka,15627.0,7005,1260.8
Niger seed,Kharif     ,Karnataka,41853.0,8104,1260.8
Onion,Kharif     ,Karnataka,79921.0,362053,1260.8
Onion,Rabi       ,Karnataka,8882.0,91057,1260.8
Onion,Summer     ,Karnataka,4797.0,55339,1260.8
Peas & beans (Pulses),Kharif     ,Karnataka,1730.0,15872,1260.8
Peas & beans (Pulses),Rabi       ,Karnataka,494.0,4882,1260.8
Peas & beans (Pulses),Summer     ,Karnataka,1583.0,13707,1260.8
Potato,Kharif     ,Karnataka,28755.0,317052,1260.8
Potato,Rabi       ,Karnataka,4173.0,82124,1260.8
Potato,Summer     ,Karnataka,1137.0,19387,1260.8
Potato,Whole Year ,Karnataka,268.0,3910,1260.8
Ragi,Kharif     ,Karnataka,986173.0,1664767,1260.8
Ragi,Rabi       ,Karnataka,33833.0,45301,1260.8
Ragi,Summer     ,Karnataka,10673.0,24008,1260.8
Rapeseed &Mustard,Kharif     ,Karnataka,6673.0,1790,1260.8
Rice,Kharif     ,Karnataka,1079193.0,2599170,1260.8
Rice,Rabi       ,Karnataka,51782.0,106072,1260.8
Rice,Summer     ,Karnataka,295830.0,951569,1260.8
Safflower,Rabi       ,Karnataka,97487.0,58727,1260.8
Sesamum,Kharif     ,Karnataka,115250.0,46673,1260.8
Soyabean,Kharif     ,Karnataka,65309.0,70294,1260.8
Sunflower,Kharif     ,Karnataka,430676.0,127090,1260.8
Sunflower,Rabi       ,Karnataka,359514.0,112736,1260.8
Sunflower,Summer     ,Karnataka,43156.0,24211,1260.8
Turmeric,Whole Year ,Karnataka,5007.0,25386,1260.8
Wheat,Rabi       ,Karnataka,268981.0,219433,1260.8
Arecanut,Whole Year ,Kerala,73639.0,68479,3151.5
Banana,Whole Year ,Kerala,30521.0,386588,3151.5
Black pepper,Whole Year ,Kerala,182384.0,68510,3151.5
Cardamom,Whole Year ,Kerala,41449.0,4990,3151.5
Cashewnut,Whole Year ,Kerala,91268.0,51336,3151.5
Coconut ,Whole Year ,Kerala,882288.0,5132000000,3151.5
Cotton(lint),Kharif     ,Kerala,10999.0,17752,3151.5
Dry chillies,Whole Year ,Kerala,297.0,288,3151.5
Garlic,Whole Year ,Kerala,742.0,12614,3151.5
Ginger,Whole Year ,Kerala,11107.0,39362,3151.5
Groundnut,Kharif     ,Kerala,7021.0,5219,3151.5
Jowar,Kharif     ,Kerala,2177.0,1108,3151.5
Ragi,Kharif     ,Kerala,1157.0,936,3151.5
Rice,Autumn     ,Kerala,120217.0,235849,3151.5
Rice,Summer     ,Kerala,57700.0,144872,3151.5
Rice,Winter     ,Kerala,174714.0,346022,3151.5
Sesamum,Kharif     ,Kerala,3303.0,1057,3151.5
Sugarcane,Whole Year ,Kerala,6160.0,472160,3151.5
Sweet potato,Whole Year ,Kerala,1099.0,11924,3151.5
Tapioca,Whole Year ,Kerala,112774.0,2630155,3151.5
Tobacco,Whole Year ,Kerala,41.0,228,3151.5
Turmeric,Whole Year ,Kerala,3706.0,8034,3151.5
Arecanut,Whole Year ,Meghalaya,9585.0,11567,6552.7
Arhar/Tur,Kharif     ,Meghalaya,861.0,678,6552.7
Banana,Whole Year ,Meghalaya,5194.0,62888,6552.7
Cotton(lint),Kharif     ,Meghalaya,7549.0,5599,6552.7
Dry chillies,Whole Year ,Meghalaya,1764.0,1051,6552.7
Ginger,Kharif     ,Meghalaya,7403.0,45590,6552.7
Gram,Rabi       ,Meghalaya,463.0,283,6552.7
Jute,Kharif     ,Meghalaya,4241.0,27097,6552.7
Linseed,Kharif     ,Meghalaya,51.0,23,6552.7
Maize,Kharif     ,Meghalaya,17219.0,25272,6552.7
Mesta,Kharif     ,Meghalaya,4681.0,21362,6552.7
Mesta,Whole Year ,Meghalaya,871.0,631,6552.7
Other  Rabi pulses,Rabi       ,Meghalaya,1938.0,1527,6552.7
Potato,Whole Year ,Meghalaya,20753.0,201059,6552.7
Rapeseed &Mustard,Rabi       ,Meghalaya,6916.0,4576,6552.7
Rice,Kharif     ,Meghalaya,105402.0,149742,6552.7
Sesamum,Kharif     ,Meghalaya,1322.0,694,6552.7
Small millets,Kharif     ,Meghalaya,2823.0,2282,6552.7
Soyabean,Kharif     ,Meghalaya,899.0,812,6552.7
Sugarcane,Whole Year ,Meghalaya,83.0,225,6552.7
Sweet potato,Whole Year ,Meghalaya,5181.0,17291,6552.7
Tapioca,Whole Year ,Meghalaya,3963.0,21251,6552.7
Tobacco,Whole Year ,Meghalaya,742.0,507,6552.7
Turmeric,Whole Year ,Meghalaya,1375.0,6997,6552.7
Wheat,Rabi       ,Meghalaya,4287.0,6998,6552.7
Arecanut,Whole Year ,West Bengal,8239.0,13665,2152.5
Arhar/Tur,Kharif     ,West Bengal,2606.0,1672,2152.5
Bajra,Kharif     ,West Bengal,175.0,84,2152.5
Barley,Rabi       ,West Bengal,5938.0,5910,2152.5
Cardamom,Whole Year ,West Bengal,2875.0,690,2152.5
Castor seed,Rabi       ,West Bengal,54.0,38,2152.5
Coconut ,Whole Year ,West Bengal,24616.0,318174400,2152.5
Cotton(lint),Kharif     ,West Bengal,200.0,73,2152.5
Dry chillies,Whole Year ,West Bengal,64354.0,51303,2152.5
Ginger,Kharif     ,West Bengal,9398.0,18839,2152.5
Gram,Rabi       ,West Bengal,23286.0,18971,2152.5
Groundnut,Whole Year ,West Bengal,30157.0,34994,2152.5
Horse-gram,Rabi       ,West Bengal,4958.0,2043,2152.5
Jowar,Kharif     ,West Bengal,886.0,414,2152.5
Jute,Kharif     ,West Bengal,612066.0,7373630,2152.5
Khesari,Rabi       ,West Bengal,23300.0,20850,2152.5
Linseed,Rabi       ,West Bengal,10323.0,2691,2152.5
Maize,Kharif     ,West Bengal,38519.0,121161,2152.5
Masoor,Rabi       ,West Bengal,51919.0,35600,2152.5
Mesta,Kharif     ,West Bengal,9911.0,81030,2152.5
Moong(Green Gram),Kharif     ,West Bengal,822.0,429,2152.5
Moong(Green Gram),Rabi       ,West Bengal,2729.0,1598,2152.5
Moong(Green Gram),Summer     ,West Bengal,9320.0,2980,2152.5
Niger seed,Kharif     ,West Bengal,7587.0,4100,2152.5
Other Kharif pulses,Kharif     ,West Bengal,768.0,318,2152.5
Peas & beans (Pulses),Rabi       ,West Bengal,9230.0,6776,2152.5
Potato,Whole Year ,West Bengal,318199.0,6689636,2152.5
Ragi,Kharif     ,West Bengal,12895.0,15648,2152.5
Rapeseed &Mustard,Rabi       ,West Bengal,344358.0,251740,2152.5
Rice,Autumn     ,West Bengal,425002.0,740688,2152.5
Rice,Summer     ,West Bengal,1450473.0,4921984,2152.5
Rice,Winter     ,West Bengal,4028620.0,7653780,2152.5
Safflower,Rabi       ,West Bengal,48.0,16,2152.5
Sannhamp,Whole Year ,West Bengal,1800.0,9280,2152.5
Sesamum,Whole Year ,West Bengal,100425.0,85448,2152.5
Small millets,Kharif     ,West Bengal,3742.0,1877,2152.5
Small millets,Rabi       ,West Bengal,1235.0,1387,2152.5
Soyabean,Kharif     ,West Bengal,800.0,461,2152.5
Sugarcane,Whole Year ,West Bengal,26949.0,2001900,2152.5
Sunflower,Kharif     ,West Bengal,149.0,111,2152.5
Turmeric,Whole Year ,West Bengal,12763.0,21487,2152.5
Urad,Kharif     ,West Bengal,58878.0,25071,2152.5
Urad,Rabi       ,West Bengal,15112.0,9700,2152.5
Wheat,Rabi       ,West Bengal,367472.0,778090,2152.5
Arecanut,Whole Year ,Assam,73464.0,52924,2201.8
Arhar/Tur,Kharif     ,Assam,7266.0,5102,2201.8
Banana,Whole Year ,Assam,41922.0,583383,2201.8
Castor seed,Kharif     ,Assam,1726.0,704,2201.8
Coconut ,Whole Year ,Assam,20238.0,150062000,2201.8
Cotton(lint),Kharif     ,Assam,1637.0,746,2201.8
Dry chillies,Whole Year ,Assam,14418.0,9516,2201.8
Gram,Rabi       ,Assam,2336.0,1196,2201.8
Jute,Kharif     ,Assam,73545.0,657537,2201.8
Linseed,Rabi       ,Assam,10248.0,5323,2201.8
Maize,Kharif     ,Assam,19708.0,14056,2201.8
Mesta,Kharif     ,Assam,5177.0,25515,2201.8
Niger seed,Kharif     ,Assam,8904.0,4582,2201.8
Onion,Whole Year ,Assam,7365.0,17167,2201.8
Other  Rabi pulses,Rabi       ,Assam,106576.0,58390,2201.8
Potato,Whole Year ,Assam,76748.0,699744,2201.8
Rapeseed &Mustard,Rabi       ,Assam,286241.0,129425,2201.8
Rice,Autumn     ,Assam,557220.0,514156,2201.8
Rice,Summer     ,Assam,294654.0,653783,2201.8
Rice,Winter     ,Assam,1793994.0,2692709,2201.8
Sesamum,Kharif     ,Assam,15143.0,7866,2201.8
Small millets,Kharif     ,Assam,10681.0,5467,2201.8
Sugarcane,Whole Year ,Assam,29107.0,1154615,2201.8
Sweet potato,Whole Year ,Assam,8955.0,30979,2201.8
Tapioca,Whole Year ,Assam,2836.0,13444,2201.8
Tobacco,Whole Year ,Assam,1373.0,695,2201.8
Turmeric,Whole Year ,Assam,10980.0,7586,2201.8
Wheat,Rabi       ,Assam,76310.0,97583,2201.8
Arecanut,Whole Year ,Goa,1550.0,1880,3879.3
Banana,Whole Year ,Goa,1950.0,14500,3879.3
Black pepper,Whole Year ,Goa,275.0,120,3879.3
Cashewnut,Whole Year ,Goa,53292.0,17274,3879.3
Coconut ,Whole Year ,Goa,24975.0,121580000,3879.3
Groundnut,Kharif     ,Goa,350.0,513,3879.3
Groundnut,Rabi       ,Goa,1004.0,1767,3879.3
Other  Rabi pulses,Rabi       ,Goa,9227.0,8430,3879.3
Other Kharif pulses,Kharif     ,Goa,1000.0,578,3879.3
Ragi,Kharif     ,Goa,1000.0,1070,3879.3
Rice,Kharif     ,Goa,40500.0,96281,3879.3
Rice,Rabi       ,Goa,16213.0,43642,3879.3
Sugarcane,Whole Year ,Goa,1335.0,68440,3879.3
Arecanut,Whole Year ,Kerala,81941.0,83337,2914.6
Banana,Whole Year ,Kerala,39046.0,398145,2914.6
Black pepper,Whole Year ,Kerala,198406.0,47543,2914.6
Cardamom,Whole Year ,Kerala,41491.0,6585,2914.6
Cashewnut,Whole Year ,Kerala,89403.0,65547,2914.6
Coconut ,Whole Year ,Kerala,925035.0,5680000000,2914.6
Cotton(lint),Kharif     ,Kerala,4772.0,7702,2914.6
Dry chillies,Whole Year ,Kerala,312.0,310,2914.6
Garlic,Whole Year ,Kerala,849.0,14433,2914.6
Ginger,Whole Year ,Kerala,11264.0,41344,2914.6
Groundnut,Kharif     ,Kerala,6921.0,5144,2914.6
Jowar,Kharif     ,Kerala,2529.0,1287,2914.6
Ragi,Kharif     ,Kerala,870.0,704,2914.6
Rice,Autumn     ,Kerala,121525.0,252876,2914.6
Rice,Summer     ,Kerala,58021.0,144551,2914.6
Rice,Winter     ,Kerala,170228.0,373259,2914.6
Sesamum,Kharif     ,Kerala,2612.0,718,2914.6
Sugarcane,Whole Year ,Kerala,5780.0,578820,2914.6
Sweet potato,Whole Year ,Kerala,989.0,10698,2914.6
Tapioca,Whole Year ,Kerala,111922.0,2531752,2914.6
Tobacco,Whole Year ,Kerala,44.0,245,2914.6
Turmeric,Whole Year ,Kerala,3971.0,8362,2914.6
Arecanut,Whole Year ,Meghalaya,9645.0,12510,6200.3
Arhar/Tur,Kharif     ,Meghalaya,871.0,647,6200.3
Banana,Whole Year ,Meghalaya,5319.0,63383,6200.3
Castor seed,Kharif     ,Meghalaya,27.0,14,6200.3
Cotton(lint),Kharif     ,Meghalaya,7455.0,5549,6200.3
Dry chillies,Whole Year ,Meghalaya,1790.0,1128,6200.3
Ginger,Kharif     ,Meghalaya,7606.0,44710,6200.3
Gram,Rabi       ,Meghalaya,460.0,283,6200.3
Jute,Kharif     ,Meghalaya,4235.0,31781,6200.3
Maize,Kharif     ,Meghalaya,16637.0,24051,6200.3
Mesta,Kharif     ,Meghalaya,4457.0,20071,6200.3
Potato,Whole Year ,Meghalaya,18339.0,143287,6200.3
Rapeseed &Mustard,Rabi       ,Meghalaya,7042.0,4648,6200.3
Rice,Kharif     ,Meghalaya,102482.0,156887,6200.3
Rice,Rabi       ,Meghalaya,3929.0,13846,6200.3
Sesamum,Kharif     ,Meghalaya,1304.0,680,6200.3
Soyabean,Kharif     ,Meghalaya,1038.0,928,6200.3
Sugarcane,Whole Year ,Meghalaya,80.0,223,6200.3
Sweet potato,Whole Year ,Meghalaya,5220.0,17591,6200.3
Tapioca,Whole Year ,Meghalaya,4022.0,21497,6200.3
Tobacco,Whole Year ,Meghalaya,719.0,488,6200.3
Turmeric,Whole Year ,Meghalaya,1458.0,8196,6200.3
Arecanut,Whole Year ,Puducherry,65.0,130,1434.5875
Bajra,Kharif     ,Puducherry,170.0,470,1434.5875
Banana,Whole Year ,Puducherry,282.0,8890,1434.5875
Black pepper,Whole Year ,Puducherry,12.0,7,1434.5875
Cashewnut,Whole Year ,Puducherry,210.0,177,1434.5875
Coconut ,Whole Year ,Puducherry,2214.0,27816000,1434.5875
Coriander,Whole Year ,Puducherry,3.0,2,1434.5875
Cotton(lint),Kharif     ,Puducherry,357.0,1835,1434.5875
Dry chillies,Whole Year ,Puducherry,11.0,35,1434.5875
Ginger,Kharif     ,Puducherry,133.0,94,1434.5875
Groundnut,Kharif     ,Puducherry,898.0,2511,1434.5875
Jowar,Kharif     ,Puducherry,3.0,3,1434.5875
Moong(Green Gram),Rabi       ,Puducherry,2453.0,1321,1434.5875
Onion,Whole Year ,Puducherry,14.0,183,1434.5875
Other  Rabi pulses,Rabi       ,Puducherry,63.0,123,1434.5875
Ragi,Kharif     ,Puducherry,124.0,452,1434.5875
Rapeseed &Mustard,Rabi       ,Puducherry,64.0,483,1434.5875
Rice,Kharif     ,Puducherry,25444.0,59433,1434.5875
Sugarcane,Whole Year ,Puducherry,2798.0,237610,1434.5875
Tapioca,Whole Year ,Puducherry,365.0,10571,1434.5875
Urad,Rabi       ,Puducherry,3159.0,2467,1434.5875
Arecanut,Whole Year ,West Bengal,7677.0,13124,2318.1
Arhar/Tur,Kharif     ,West Bengal,3077.0,2320,2318.1
Bajra,Kharif     ,West Bengal,146.0,96,2318.1
Barley,Rabi       ,West Bengal,5077.0,4686,2318.1
Cardamom,Whole Year ,West Bengal,2875.0,690,2318.1
Castor seed,Kharif     ,West Bengal,35.0,24,2318.1
Coconut ,Whole Year ,West Bengal,24216.0,324305700,2318.1
Cotton(lint),Kharif     ,West Bengal,750.0,2040,2318.1
